29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29
29,29,29,29,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,29,29,29,29,29,29,29,29,29,29
29,29,29,29,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,15,29,29,29,29,29,29,29,29,29,29
29,29,29,29,8,20,20,20,20,20,20,20,20,20,20,20,20,20,20,15,29,29,29,29,29,29,29,29,29,29
29,29,29,29,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,29,29,29,29,29,29,29,29,29,29
29,29,29,29,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,29,29,29,29,29,29,29,29,29,29
29,29,29,29,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,108,109,15,29,29,29,29,29,29,29,29,29,29
29,29,29,29,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,122,123,15,29,29,29,29,29,29,29,29,29,29
29,29,29,29,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,136,137,15,29,29,29,29,29,29,29,29,29,29
29,29,29,29,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,150,151,15,29,29,29,29,29,29,29,29,29,29
29,29,29,29,32,33,33,33,33,24,25,25,25,25,30,33,33,33,33,31,29,29,29,29,29,29,29,29,29,29
29,29,29,29,29,29,29,29,29,8,26,26,26,26,15,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29
29,29,29,29,0,1,1,1,1,2,-1,-1,-1,-1,6,1,1,1,1,7,29,29,29,29,29,29,29,29,29,29
29,29,29,29,8,9,9,9,9,9,-1,-1,-1,-1,9,9,9,9,9,15,29,29,29,29,29,29,29,29,29,29
29,29,29,29,8,20,20,20,20,20,-1,-1,-1,-1,20,20,20,20,20,15,29,29,29,29,29,29,29,29,29,29
29,29,29,29,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,29,29,29,29,29,29,29,29,29,29
29,29,29,29,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,29,29,29,29,29,29,29,29,29,29
29,29,29,29,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,29,29,29,29,29,29,29,29,29,29
29,29,29,29,8,25,25,25,25,25,25,25,25,25,25,25,25,25,25,15,29,29,29,29,29,29,29,29,29,29
29,29,29,29,32,33,33,33,33,33,33,33,33,33,33,33,33,33,33,31,29,29,29,29,29,29,29,29,29,29
